72,25,224,
1,65,32,33,34,32,32,33,34,32,32,33,34,32,33,35,66,66,66,66,59,58,66,66,66,66,66,66,11,12,66,66,66,66,66,66,50,51,66,66,66,66,31,32,34,32,32,33,67,1,1,1,1,1,1,1,1,1,33,32,33,32,33,32,33,32,33,32,33,32,33,53,18,19,11,12,66,66,66,66,66,66,11,12,66,66,66,66,11,12,66,66,66,66,66,66,66,66,50,51,66,66,66,66,59,58,66,66,66,66,66,66,11,12,66,66,62,12,31,32,34,32,32,33,67,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,59,58,66,66,62,12,31,32,34,32,32,33,34,32,32,33,34,32,32,33,34,32,67,1,1,1,1,1,1,1,1,1,66,66,66,66,50,51,66,66,66,66,50,51,66,66,66,66,11,12,31,32,32,33,34,32,32,33,34,32,68,1,
1,69,44,44,45,44,44,44,45,44,44,44,45,44,46,47,0,0,0,0,11,12,0,0,0,0,0,0,11,12,0,0,0,0,0,0,11,12,0,0,0,0,43,44,45,44,44,44,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,36,11,12,0,0,0,0,0,0,11,12,0,0,0,0,11,12,0,0,0,0,0,0,0,0,11,12,0,0,0,0,11,12,0,0,0,0,0,0,11,12,0,0,62,12,43,44,45,44,44,44,70,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,11,12,0,0,62,12,43,44,45,44,44,44,45,44,44,44,45,44,44,44,45,44,70,1,1,1,1,1,1,1,1,1,0,0,0,0,11,12,0,0,0,0,11,12,0,0,0,0,11,12,43,44,44,44,45,44,44,44,45,44,70,1,
1,2,0,0,0,0,0,0,0,0,50,51,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,11,12,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66,66,11,12,0,0,0,0,0,0,11,12,0,0,0,0,11,12,0,0,0,0,0,0,0,0,11,12,0,0,0,0,11,12,0,0,0,0,0,0,11,12,0,0,62,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,62,12,0,0,0,0,0,0,50,51,0,0,0,0,0,0,0,0,13,1,1,1,1,1,1,1,1,1,0,0,0,0,11,12,0,0,0,0,11,12,0,0,0,0,11,12,0,0,0,0,50,51,0,0,0,0,13,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,62,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,62,12,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,18,19,62,12,40,41,18,19,36,37,40,41,29,30,18,19,40,41,36,37,40,41,29,30,18,19,36,37,40,41,18,19,8,3,8,9,3,3,3,3,18,19,40,41,36,37,40,41,11,12,18,19,62,12,36,37,40,41,18,19,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,37,36,62,12,42,42,37,36,48,49,42,42,42,42,37,36,42,42,48,49,42,42,42,42,37,36,48,49,42,42,37,36,21,22,23,24,3,3,3,3,37,36,42,42,48,49,42,42,11,12,37,36,71,27,48,49,42,42,37,36,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,38,39,62,12,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,40,41,29,30,40,41,29,30,38,39,38,39,38,39,38,39,11,12,38,39,38,39,38,39,38,39,38,39,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,39,38,71,27,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,42,42,42,42,42,42,42,42,39,38,39,38,39,38,39,38,11,12,39,38,39,38,39,38,39,38,39,38,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,38,39,38,39,38,39,38,39,38,39,59,58,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,59,58,38,39,38,39,38,39,38,39,38,39,38,39,59,58,38,39,11,12,32,33,34,32,32,33,33,35,38,39,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,39,38,39,38,39,38,39,38,39,38,11,12,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,11,12,39,38,39,38,39,38,39,38,39,38,39,38,11,12,39,38,26,27,44,44,45,44,44,44,46,47,39,38,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,31,32,34,32,33,35,66,66,66,66,11,12,66,66,59,58,66,66,66,66,66,66,66,66,59,58,66,66,66,66,11,12,66,66,59,58,66,66,59,58,66,66,66,66,11,12,66,66,66,66,66,66,66,66,66,66,66,66,66,66,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,43,44,45,44,46,47,0,0,0,0,11,12,0,0,11,12,0,0,0,0,0,0,0,0,11,12,0,0,0,0,11,12,0,0,11,12,0,0,11,12,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,50,51,0,0,0,0,0,0,11,12,0,0,11,12,0,0,59,58,0,0,0,0,11,12,0,0,0,0,11,12,0,0,11,12,0,0,11,12,0,0,0,0,11,12,31,32,32,33,34,32,32,33,34,32,32,33,33,35,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,11,12,0,0,0,0,0,0,11,12,0,0,11,12,0,0,11,12,0,0,0,0,11,12,0,0,0,0,11,12,0,0,11,12,0,0,11,12,0,0,0,0,11,12,43,44,44,44,45,44,44,44,45,44,44,44,46,47,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,11,12,0,0,0,0,0,0,11,12,0,0,11,12,0,0,11,12,0,0,0,0,11,12,0,0,0,0,11,12,0,0,11,12,0,0,11,12,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
